,date,trips,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Strong Wind,Fog,Freezing Rain,Haze,Heavy Rain,Moderate Rain,Moderate Snow,Rain,Snow,Thunderstorms,Weekend,Holiday
0,2018-01-01 00:00:00,4,-16.2,-20.5,70.0,16.1,102.13,0.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,1
1,2018-01-01 01:00:00,10,-16.8,-21.1,70.0,16.1,102.1,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,1
2,2018-01-01 02:00:00,6,-17.3,-20.8,75.0,16.1,102.15,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,1
3,2018-01-01 03:00:00,14,-17.9,-21.6,73.0,16.1,102.13,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,1
4,2018-01-01 04:00:00,6,-17.2,-21.1,72.0,16.1,102.09,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,1
5,2018-01-01 05:00:00,2,-16.1,-20.1,72.0,16.1,102.03,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,1
6,2018-01-01 06:00:00,3,-15.7,-19.5,73.0,16.1,101.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
7,2018-01-01 07:00:00,5,-14.4,-17.6,77.0,16.1,101.91,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,1
8,2018-01-01 08:00:00,4,-13.7,-16.8,78.0,16.1,101.87,0.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,1
9,2018-01-01 09:00:00,6,-12.7,-16.3,75.0,16.1,101.81,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,1
10,2018-01-01 10:00:00,7,-11.3,-16.1,68.0,16.1,101.8,0.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,1
11,2018-01-01 11:00:00,13,-9.8,-14.5,69.0,16.1,101.78,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,1
12,2018-01-01 12:00:00,22,-9.1,-14.5,65.0,16.1,101.7,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,1
13,2018-01-01 13:00:00,19,-8.8,-14.1,66.0,16.1,101.61,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,1
14,2018-01-01 14:00:00,15,-8.0,-13.9,63.0,16.1,101.55,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,1
15,2018-01-01 15:00:00,17,-8.9,-12.7,74.0,4.8,101.62,0.0,-17.0,0,0,0,0,0,0,0,0,1,0,0,1
16,2018-01-01 16:00:00,28,-9.1,-17.7,50.0,16.1,101.69,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,1
17,2018-01-01 17:00:00,15,-10.1,-17.8,54.0,16.1,101.74,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,1
18,2018-01-01 18:00:00,10,-10.9,-17.9,57.0,16.1,101.82,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,1
19,2018-01-01 19:00:00,15,-11.8,-18.3,59.0,16.1,101.89,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,1
20,2018-01-01 20:00:00,10,-12.1,-18.6,59.0,16.1,101.91,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,1
21,2018-01-01 21:00:00,4,-12.2,-17.9,63.0,16.1,101.95,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,1
22,2018-01-01 22:00:00,6,-12.5,-17.8,65.0,16.1,101.98,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,1
23,2018-01-01 23:00:00,5,-12.0,-17.9,62.0,16.1,101.98,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,1
24,2018-01-02 00:00:00,3,-13.3,-17.2,73.0,16.1,101.96,0.0,-20.0,0,0,0,0,0,0,0,0,1,0,0,0
25,2018-01-02 01:00:00,1,-12.1,-15.7,75.0,16.1,101.91,0.0,-19.0,0,0,0,0,0,0,0,0,1,0,0,0
26,2018-01-02 02:00:00,2,-9.2,-12.4,78.0,16.1,101.86,0.0,-18.0,0,0,0,0,0,0,0,0,1,0,0,0
27,2018-01-02 03:00:00,1,-9.2,-12.0,80.0,6.4,101.87,0.0,-18.0,0,0,0,0,0,0,0,0,1,0,0,0
28,2018-01-02 05:00:00,8,-8.3,-11.2,80.0,3.2,101.77,0.0,-18.0,0,0,0,0,0,0,0,0,1,0,0,0
29,2018-01-02 06:00:00,12,-8.3,-12.2,74.0,16.1,101.74,0.0,-18.0,0,0,0,0,0,0,0,0,1,0,0,0
30,2018-01-02 07:00:00,31,-8.4,-11.7,77.0,16.1,101.72,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
31,2018-01-02 08:00:00,119,-9.6,-12.9,77.0,16.1,101.68,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
32,2018-01-02 09:00:00,81,-9.9,-13.1,78.0,16.1,101.64,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0
33,2018-01-02 10:00:00,34,-10.0,-12.8,80.0,4.0,101.58,0.0,-21.0,0,0,0,0,0,0,0,0,1,0,0,0
34,2018-01-02 11:00:00,19,-9.3,-12.6,77.0,11.3,101.54,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
35,2018-01-02 12:00:00,43,-8.5,-12.1,76.0,16.1,101.43,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
36,2018-01-02 13:00:00,60,-7.6,-11.5,74.0,16.1,101.31,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
37,2018-01-02 14:00:00,41,-7.2,-12.0,69.0,14.5,101.26,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
38,2018-01-02 15:00:00,51,-6.8,-11.6,69.0,16.1,101.24,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0
39,2018-01-02 16:00:00,105,-6.6,-11.8,67.0,16.1,101.26,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0
40,2018-01-02 17:00:00,141,-8.0,-11.9,74.0,6.4,101.27,0.0,-19.0,0,0,0,0,0,0,0,0,1,0,0,0
41,2018-01-02 18:00:00,86,-8.6,-12.6,73.0,16.1,101.32,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
42,2018-01-02 19:00:00,47,-8.5,-12.4,74.0,16.1,101.31,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
43,2018-01-02 20:00:00,25,-8.5,-12.9,71.0,16.1,101.24,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
44,2018-01-02 21:00:00,19,-9.0,-13.7,69.0,16.1,101.15,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
45,2018-01-02 22:00:00,19,-9.2,-14.3,67.0,16.1,101.12,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
46,2018-01-02 23:00:00,9,-9.6,-14.7,67.0,16.1,101.12,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
47,2018-01-03 00:00:00,3,-9.8,-15.6,63.0,16.1,101.13,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
48,2018-01-03 01:00:00,3,-10.1,-16.3,61.0,16.1,101.09,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
49,2018-01-03 02:00:00,2,-10.1,-16.3,61.0,16.1,101.06,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0
50,2018-01-03 04:00:00,1,-9.0,-13.7,69.0,16.1,100.98,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
51,2018-01-03 05:00:00,7,-8.1,-12.5,71.0,16.1,100.94,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
52,2018-01-03 06:00:00,17,-8.5,-14.8,61.0,16.1,100.95,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
53,2018-01-03 07:00:00,51,-7.8,-15.5,54.0,16.1,100.92,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
54,2018-01-03 08:00:00,144,-8.4,-17.8,47.0,16.1,100.94,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
55,2018-01-03 09:00:00,115,-7.7,-13.8,62.0,16.1,100.89,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0
56,2018-01-03 10:00:00,40,-6.5,-10.4,74.0,16.1,100.85,0.0,-16.0,0,0,0,0,0,0,0,0,1,0,0,0
57,2018-01-03 11:00:00,43,-6.1,-10.6,71.0,16.1,100.79,0.0,-16.0,0,0,0,0,0,0,0,0,1,0,0,0
58,2018-01-03 12:00:00,48,-6.0,-11.6,65.0,16.1,100.69,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0
59,2018-01-03 13:00:00,50,-5.7,-10.6,69.0,16.1,100.58,0.0,-13.0,0,0,0,0,0,0,0,0,1,0,0,0
60,2018-01-03 14:00:00,37,-5.2,-9.5,72.0,16.1,100.49,0.0,-14.0,0,0,0,0,0,0,0,0,1,0,0,0
61,2018-01-03 15:00:00,53,-5.2,-10.0,69.0,16.1,100.46,0.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0
62,2018-01-03 16:00:00,138,-5.1,-9.2,73.0,16.1,100.45,0.0,-14.0,0,0,0,0,0,0,0,0,1,0,0,0
63,2018-01-03 17:00:00,161,-5.0,-9.4,71.0,16.1,100.46,0.0,-14.0,0,0,0,0,0,0,0,0,1,0,0,0
64,2018-01-03 18:00:00,101,-5.6,-9.0,77.0,9.7,100.53,0.0,-14.0,0,0,0,0,0,0,0,0,1,0,0,0
65,2018-01-03 19:00:00,53,-6.3,-10.4,73.0,4.8,100.58,0.0,-16.0,0,0,0,0,0,0,0,0,1,0,0,0
66,2018-01-03 20:00:00,46,-6.8,-10.7,74.0,16.1,100.56,0.0,-15.0,0,0,0,0,0,0,0,0,1,0,0,0
67,2018-01-03 21:00:00,27,-7.7,-11.6,74.0,16.1,100.55,0.0,-15.0,0,0,0,0,0,0,0,0,1,0,0,0
68,2018-01-03 22:00:00,29,-7.9,-12.3,71.0,16.1,100.51,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0
69,2018-01-03 23:00:00,16,-8.0,-12.6,70.0,16.1,100.46,0.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0
70,2018-01-04 00:00:00,15,-7.6,-12.0,71.0,16.1,100.53,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,0,0
71,2018-01-04 01:00:00,6,-7.6,-11.8,72.0,16.1,100.44,0.0,-16.0,0,0,0,0,0,0,0,0,1,0,0,0
72,2018-01-04 02:00:00,3,-8.1,-12.0,74.0,16.1,100.46,0.0,-16.0,0,0,0,0,0,0,0,0,1,0,0,0
73,2018-01-04 03:00:00,1,-8.0,-11.4,77.0,16.1,100.43,0.0,-16.0,0,0,0,0,0,0,0,0,0,0,0,0
74,2018-01-04 04:00:00,1,-7.6,-11.5,74.0,16.1,100.37,0.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0
75,2018-01-04 05:00:00,8,-7.7,-11.6,74.0,16.1,100.36,0.0,-13.0,0,0,0,0,0,0,0,0,0,0,0,0
76,2018-01-04 06:00:00,24,-7.6,-12.2,70.0,16.1,100.42,0.0,-14.0,0,0,0,0,0,0,0,0,0,0,0,0
77,2018-01-04 07:00:00,57,-9.1,-14.4,66.0,16.1,100.39,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0
78,2018-01-04 08:00:00,151,-10.2,-15.0,68.0,16.1,100.4,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
79,2018-01-04 09:00:00,119,-11.3,-16.1,68.0,16.1,100.34,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
80,2018-01-04 10:00:00,51,-10.8,-16.0,66.0,16.1,100.29,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,0,0
81,2018-01-04 11:00:00,48,-10.4,-16.6,61.0,16.1,100.36,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,0,0
82,2018-01-04 12:00:00,45,-10.6,-17.6,57.0,16.1,100.41,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
83,2018-01-04 13:00:00,54,-10.9,-17.9,57.0,16.1,100.31,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0
84,2018-01-04 14:00:00,43,-10.8,-17.6,58.0,16.1,100.27,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
85,2018-01-04 15:00:00,55,-10.9,-17.3,60.0,16.1,100.25,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,0,0
86,2018-01-04 16:00:00,122,-11.5,-18.6,56.0,16.1,100.26,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
87,2018-01-04 17:00:00,135,-12.9,-19.8,57.0,16.1,100.27,0.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
88,2018-01-04 18:00:00,84,-13.7,-19.5,62.0,16.1,100.33,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
89,2018-01-04 19:00:00,52,-15.2,-20.2,66.0,16.1,100.37,0.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
90,2018-01-04 20:00:00,44,-16.2,-21.7,63.0,16.1,100.39,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
91,2018-01-04 21:00:00,22,-17.0,-23.1,60.0,16.1,100.42,0.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0
92,2018-01-04 22:00:00,23,-17.7,-24.1,58.0,16.1,100.45,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
93,2018-01-04 23:00:00,9,-18.4,-24.8,58.0,16.1,100.49,0.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0
94,2018-01-05 00:00:00,13,-18.7,-24.9,59.0,16.1,100.47,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
95,2018-01-05 01:00:00,4,-19.3,-25.2,60.0,16.1,100.49,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
96,2018-01-05 02:00:00,4,-19.7,-24.9,64.0,16.1,100.56,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
97,2018-01-05 03:00:00,1,-19.8,-25.5,61.0,16.1,100.64,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
98,2018-01-05 05:00:00,4,-20.6,-25.8,64.0,16.1,100.71,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
99,2018-01-05 06:00:00,9,-20.3,-25.5,64.0,16.1,100.74,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
100,2018-01-05 07:00:00,37,-20.4,-25.6,64.0,16.1,100.82,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
101,2018-01-05 08:00:00,104,-20.3,-25.3,65.0,16.1,100.88,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
102,2018-01-05 09:00:00,72,-20.0,-25.4,63.0,16.1,100.94,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
103,2018-01-05 10:00:00,35,-19.0,-25.0,60.0,16.1,100.98,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
104,2018-01-05 11:00:00,24,-18.0,-24.4,58.0,16.1,101.0,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
105,2018-01-05 12:00:00,33,-17.2,-24.0,56.0,16.1,101.0,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
106,2018-01-05 13:00:00,29,-16.3,-23.4,55.0,16.1,100.98,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
107,2018-01-05 14:00:00,33,-15.5,-22.9,54.0,16.1,100.99,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
108,2018-01-05 15:00:00,47,-15.4,-21.1,62.0,11.3,101.02,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0
109,2018-01-05 16:00:00,66,-15.2,-20.2,66.0,12.9,101.09,0.0,-24.0,0,0,0,0,0,0,0,0,1,0,0,0
110,2018-01-05 17:00:00,84,-15.4,-23.9,49.0,16.1,101.12,0.0,-27.0,0,0,0,0,0,0,0,0,0,0,0,0
111,2018-01-05 18:00:00,70,-16.0,-24.0,51.0,16.1,101.18,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
112,2018-01-05 19:00:00,37,-16.4,-24.1,52.0,16.1,101.21,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
113,2018-01-05 20:00:00,35,-16.0,-24.8,48.0,16.1,101.22,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
114,2018-01-05 21:00:00,20,-16.3,-23.8,53.0,16.1,101.22,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
115,2018-01-05 22:00:00,10,-17.0,-23.4,58.0,16.1,101.26,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
116,2018-01-05 23:00:00,14,-17.5,-23.5,60.0,16.1,101.33,0.0,-27.0,0,0,0,0,0,0,0,0,0,0,0,0
117,2018-01-06 00:00:00,5,-18.9,-24.7,61.0,16.1,101.4,0.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
118,2018-01-06 01:00:00,11,-19.7,-25.4,61.0,16.1,101.47,0.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0
119,2018-01-06 02:00:00,5,-20.3,-25.5,64.0,16.1,101.56,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
120,2018-01-06 03:00:00,1,-20.3,-25.3,65.0,16.1,101.68,0.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0
121,2018-01-06 04:00:00,1,-20.9,-26.4,62.0,16.1,101.75,0.0,-28.0,0,0,0,0,0,0,0,0,0,0,0,0
122,2018-01-06 06:00:00,1,-21.5,-27.3,60.0,16.1,101.87,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
123,2018-01-06 07:00:00,5,-21.8,-27.8,59.0,16.1,101.94,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
124,2018-01-06 08:00:00,12,-21.9,-27.7,60.0,16.1,102.01,0.0,-32.0,0,0,0,0,0,0,0,0,0,0,0,0
125,2018-01-06 09:00:00,25,-21.5,-27.2,61.0,16.1,102.12,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
126,2018-01-06 10:00:00,27,-20.5,-26.8,58.0,16.1,102.19,0.0,-30.0,0,0,0,0,0,0,0,0,0,0,0,0
127,2018-01-06 11:00:00,29,-19.4,-25.9,57.0,16.1,102.26,0.0,-31.0,0,0,0,0,0,0,0,0,0,0,0,0
128,2018-01-06 12:00:00,36,-18.5,-25.1,57.0,16.1,102.25,0.0,-29.0,0,0,0,0,0,0,0,0,0,0,0,0
129,2018-01-06 13:00:00,32,-17.4,-24.4,55.0,16.1,102.23,0.0,-27.0,0,0,0,0,0,0,0,0,0,0,0,0
130,2018-01-06 14:00:00,25,-16.3,-24.0,52.0,16.1,102.24,0.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0
131,2018-01-06 15:00:00,32,-15.8,-23.4,53.0,16.1,102.31,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
132,2018-01-06 16:00:00,31,-15.4,-23.0,53.0,16.1,102.38,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
133,2018-01-06 17:00:00,26,-15.6,-22.9,54.0,16.1,102.44,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
134,2018-01-06 18:00:00,36,-15.6,-22.5,56.0,16.1,102.47,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0
135,2018-01-06 19:00:00,17,-16.0,-23.3,54.0,16.1,102.51,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,0,0
136,2018-01-06 20:00:00,11,-16.3,-23.6,54.0,16.1,102.56,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
137,2018-01-06 21:00:00,9,-16.6,-23.1,58.0,16.1,102.57,0.0,-26.0,0,0,0,0,0,0,0,0,0,0,0,0
138,2018-01-06 22:00:00,14,-16.7,-22.4,62.0,16.1,102.57,0.0,-22.0,0,0,0,0,0,0,0,0,0,0,0,0
139,2018-01-06 23:00:00,7,-16.9,-22.1,65.0,16.1,102.57,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,0,0
140,2018-01-07 00:00:00,8,-17.2,-21.6,69.0,16.1,102.55,0.0,-24.0,0,0,0,0,0,0,0,0,0,0,1,0
141,2018-01-07 01:00:00,3,-17.2,-21.6,69.0,16.1,102.53,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
142,2018-01-07 02:00:00,3,-15.7,-19.2,75.0,16.1,102.48,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
143,2018-01-07 03:00:00,1,-15.5,-19.3,73.0,16.1,102.42,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,1,0
144,2018-01-07 04:00:00,1,-15.8,-19.6,73.0,16.1,102.39,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
145,2018-01-07 05:00:00,1,-15.7,-19.7,72.0,16.1,102.38,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,1,0
146,2018-01-07 06:00:00,1,-13.1,-18.6,64.0,16.1,102.36,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
147,2018-01-07 07:00:00,7,-12.1,-15.7,75.0,16.1,102.32,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
148,2018-01-07 08:00:00,20,-11.6,-16.8,66.0,16.1,102.25,0.0,-23.0,0,0,0,0,0,0,0,0,0,0,1,0
149,2018-01-07 09:00:00,16,-10.6,-14.4,74.0,16.1,102.16,0.0,-22.0,0,0,0,0,0,0,0,0,1,0,1,0
150,2018-01-07 10:00:00,37,-10.2,-14.7,70.0,16.1,102.1,0.0,-21.0,0,0,0,0,0,0,0,0,0,0,1,0
151,2018-01-07 11:00:00,39,-9.2,-13.5,71.0,16.1,101.98,0.0,-20.0,0,0,0,0,0,0,0,0,0,0,1,0
152,2018-01-07 12:00:00,36,-8.8,-13.2,71.0,16.1,101.8,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,1,0
153,2018-01-07 13:00:00,46,-8.1,-13.2,67.0,16.1,101.61,0.0,-19.0,0,0,0,0,0,0,0,0,0,0,1,0
154,2018-01-07 14:00:00,24,-7.4,-12.2,69.0,16.1,101.44,0.0,-18.0,0,0,0,0,0,0,0,0,0,0,1,0
155,2018-01-07 15:00:00,49,-7.1,-12.1,68.0,16.1,101.29,0.0,-17.0,0,0,0,0,0,0,0,0,0,0,1,0
156,2018-01-07 16:00:00,55,-6.3,-11.5,67.0,16.1,101.17,0.0,-16.0,0,0,0,0,0,0,0,0,0,0,1,0
157,2018-01-07 17:00:00,47,-5.3,-11.1,64.0,16.1,101.07,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,1,0
158,2018-01-07 18:00:00,37,-5.7,-10.9,67.0,16.1,101.03,0.0,-16.0,0,0,0,0,0,0,0,0,0,0,1,0
159,2018-01-07 19:00:00,30,-5.0,-9.3,72.0,16.1,100.94,0.0,-15.0,0,0,0,0,0,0,0,0,0,0,1,0
160,2018-01-07 20:00:00,19,-4.0,-9.7,65.0,16.1,100.88,0.0,-13.0,0,0,0,0,0,0,0,0,1,0,1,0
161,2018-01-07 21:00:00,18,-3.0,-9.1,63.0,16.1,100.78,0.0,-11.0,0,0,0,0,0,0,0,0,0,0,1,0
162,2018-01-07 22:00:00,15,-2.2,-8.0,65.0,16.1,100.75,0.0,-11.0,0,0,0,0,0,0,0,0,1,0,1,0
163,2018-01-07 23:00:00,15,-1.9,-6.8,69.0,16.1,100.71,0.0,-10.0,0,0,0,0,0,0,0,0,0,0,1,0
164,2018-01-08 00:00:00,8,-1.2,-6.7,66.0,16.1,100.62,0.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
165,2018-01-08 01:00:00,2,-0.5,-4.6,74.0,16.1,100.6,0.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0
166,2018-01-08 02:00:00,5,-0.8,-2.9,86.0,8.1,100.56,0.0,-8.0,0,0,0,0,0,0,0,0,1,0,0,0
167,2018-01-08 04:00:00,1,-0.9,-2.2,91.0,4.0,100.44,0.0,-9.0,0,0,0,0,0,0,0,0,1,0,0,0
168,2018-01-08 05:00:00,6,-0.8,-2.2,90.0,6.4,100.36,0.0,-8.0,0,0,0,0,0,0,0,0,1,0,0,0
169,2018-01-08 06:00:00,16,-0.6,-2.0,90.0,6.4,100.29,0.0,-8.0,0,0,0,0,0,0,0,0,1,0,0,0
170,2018-01-08 07:00:00,28,-0.4,-1.3,94.0,2.0,100.18,0.0,-7.0,0,0,0,0,0,0,0,0,1,0,0,0
171,2018-01-08 08:00:00,62,0.1,-0.6,95.0,1.2,100.06,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0
172,2018-01-08 09:00:00,68,0.5,-0.2,95.0,6.4,100.03,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
173,2018-01-08 10:00:00,27,0.8,-0.5,91.0,16.1,100.05,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
174,2018-01-08 11:00:00,18,1.5,-0.1,89.0,16.1,100.01,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
175,2018-01-08 12:00:00,30,1.5,-0.1,89.0,16.1,99.95,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
176,2018-01-08 13:00:00,33,1.7,0.4,91.0,16.1,99.94,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
177,2018-01-08 14:00:00,38,2.3,-0.6,81.0,16.1,100.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
178,2018-01-08 15:00:00,52,2.0,-0.4,84.0,16.1,100.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
179,2018-01-08 16:00:00,111,2.0,-0.3,85.0,16.1,100.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
180,2018-01-08 17:00:00,166,2.3,-0.8,80.0,16.1,100.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
181,2018-01-08 18:00:00,121,1.9,-0.5,84.0,16.1,100.18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
182,2018-01-08 19:00:00,63,1.7,-0.2,88.0,16.1,100.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
183,2018-01-08 20:00:00,63,1.9,-0.5,84.0,16.1,100.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
184,2018-01-08 21:00:00,46,2.7,-2.4,69.0,16.1,100.29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
185,2018-01-08 22:00:00,31,2.6,-3.4,65.0,16.1,100.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
186,2018-01-08 23:00:00,22,2.1,-3.9,65.0,16.1,100.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
187,2018-01-09 00:00:00,5,1.6,-3.9,67.0,16.1,100.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
188,2018-01-09 01:00:00,4,1.2,-3.7,70.0,16.1,100.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
189,2018-01-09 02:00:00,1,1.3,-3.2,72.0,16.1,100.63,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
190,2018-01-09 03:00:00,1,1.3,-2.9,74.0,16.1,100.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
191,2018-01-09 04:00:00,1,1.4,-2.6,75.0,16.1,100.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
192,2018-01-09 05:00:00,7,1.0,-3.1,74.0,16.1,100.88,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
